Gene,Gain,High-level Gain,Total Samples,Loss,High-level Loss,No Change,Net CNV
AC004080.3,0,1,193,0,0,0,0
CREB3L2_ENST00000456390,0,1,193,0,0,0,0
ALDH5A1_ENST00000357578,0,1,193,0,0,0,0
PCDHA13_ENST00000409494,0,1,193,0,0,0,0
ZFX_ENST00000539115,0,1,193,0,0,0,0
PSMC2_ENST00000640277,0,1,193,0,0,0,0
CCDC88A_ENST00000621814,0,1,193,0,0,0,0
PRSS2,0,1,193,0,0,0,0
INMT_ENST00000409539,0,1,193,0,0,0,0
FANCB_ENST00000324138,0,1,193,0,0,0,0
ADCY1_ENST00000432715,0,1,193,0,0,0,0
KCNIP4_ENST00000447367,0,1,193,0,0,0,0
EPS8L2_ENST00000530636,0,1,193,0,0,0,0
RAX2_ENST00000555978,0,1,193,0,0,0,0
SEM1_ENST00000488005,0,1,193,0,0,0,0
GABBR1_ENST00000377016,0,1,193,0,0,0,0
SPDYE2B,0,1,193,0,0,0,0
PRDX4_ENST00000379331,0,1,193,0,0,0,0
PCDHA4_ENST00000512229,0,1,193,0,0,0,0
MYO1C_ENST00000646049,0,1,193,0,0,0,0
AC116366.3_ENST00000638568,0,1,193,0,0,0,0
PCDHA1_ENST00000378133,0,1,193,0,0,0,0
IFITM2_ENST00000602569,0,1,193,0,0,0,0
SHMT1_ENST00000354098,0,1,193,0,0,0,0
NDUFB2_ENST00000465506,0,1,193,0,0,0,0
YKT6_ENST00000496112,0,1,193,0,0,0,0
TFEC_ENST00000457268,0,1,193,0,0,0,0
GRIA3_ENST00000616590,0,1,193,0,0,0,0
CUX1_ENST00000292538,0,1,193,0,0,0,0
PRSS36_ENST00000418068,0,1,193,0,0,0,0
BET1L_ENST00000332865,0,1,193,0,0,0,0
STUB1_ENST00000565677,0,1,193,0,0,0,0
MFSD12_ENST00000615613,0,1,193,0,0,0,0
CASK_ENST00000378179,0,1,193,0,0,0,0
GHRHR_ENST00000409904,0,1,193,0,0,0,0
SLBP_ENST00000318386,0,1,193,0,0,0,0
RNASET2_ENST00000620173,0,1,193,0,0,0,0
ARRB2_ENST00000572457,0,1,193,0,0,0,0
KIAA0319_ENST00000543707,0,1,193,0,0,0,0
ARHGAP44_ENST00000262444,0,1,193,0,0,0,0
IRF5_ENST00000473745,0,1,193,0,0,0,0
ATF7IP2_ENST00000356427,0,1,193,0,0,0,0
FMR1_ENST00000439526,0,1,193,0,0,0,0
ETV1_ENST00000403685,0,1,193,0,0,0,0
CAMTA2_ENST00000361571,0,1,193,0,0,0,0
CYP3A7_ENST00000620220,0,1,193,0,0,0,0
PRPS2_ENST00000380668,0,1,193,0,0,0,0
TNRC18_ENST00000399434,0,1,193,0,0,0,0
OR2A14_ENST00000408899,0,1,193,0,0,0,0
PLCB2_ENST00000557821,0,1,193,0,0,0,0
LSM5_ENST00000409292,0,1,193,0,0,0,0
RNF32_ENST00000392743,0,1,193,0,0,0,0
KRBA1_ENST00000319551,0,1,193,0,0,0,0
GLOD4_ENST00000301328,0,1,193,0,0,0,0
MAGEC2,0,1,193,0,0,0,0
SCRN1_ENST00000426154,0,1,193,0,0,0,0
TJP3_ENST00000539908,0,1,193,0,0,0,0
PEG10_ENST00000612941,0,1,193,0,0,0,0
AKT3_ENST00000366539,0,1,193,0,0,0,0
ZNF18_ENST00000454073,0,1,193,0,0,0,0
SLC37A3_ENST00000447932,0,1,193,0,0,0,0
STEAP2_ENST00000287908,0,1,193,0,0,0,0
KLHL7_ENST00000410047,0,1,193,0,0,0,0
AC116565.1,0,1,193,0,0,0,0
ETV1_ENST00000420159,0,1,193,0,0,0,0
SUGCT_ENST00000401647,0,1,193,0,0,0,0
CALCR_ENST00000421592,0,1,193,0,0,0,0
RIPOR2_ENST00000645100,0,1,193,0,0,0,0
SEM1_ENST00000444799,0,1,193,0,0,0,0
EOGT_ENST00000295571,0,1,193,0,0,0,0
FAM210A,0,1,193,0,0,0,0
RASA4B_ENST00000465829,0,1,193,0,0,0,0
FAM47A_ENST00000613251,0,1,193,0,0,0,0
BTNL8_ENST00000505126,0,1,193,0,0,0,0
CASKIN2_ENST00000433559,0,1,193,0,0,0,0
MNX1_ENST00000469500,0,1,193,0,0,0,0
PHRF1_ENST00000413872,0,1,193,0,0,0,0
RNASEK-C17orf49,0,1,193,0,0,0,0
IFRD1_ENST00000535603,0,1,193,0,0,0,0
CIRBP_ENST00000588230,0,1,193,0,0,0,0
RPH3AL_ENST00000618002,0,1,193,0,0,0,0
PIP5K1C_ENST00000335312,0,1,193,0,0,0,0
ELMO1_ENST00000442504,0,1,193,0,0,0,0
CHD2_ENST00000626874,0,1,193,0,0,0,0
CDK13_ENST00000613626,0,1,193,0,0,0,0
DDX3X_ENST00000629496,0,1,193,0,0,0,0
DLD_ENST00000437604,0,1,193,0,0,0,0
TLE2_ENST00000426948,0,1,193,0,0,0,0
GLI3_ENST00000479210,0,1,193,0,0,0,0
TMEM220_ENST00000455996,0,1,193,0,0,0,0
POLR2J3_ENST00000513506,0,1,193,0,0,0,0
CTAGE8,0,1,193,0,0,0,0
MOGAT3_ENST00000379423,0,1,193,0,0,0,0
HAGHL_ENST00000561546,0,1,193,0,0,0,0
CASK_ENST00000442742,0,1,193,0,0,0,0
CDK11A_ENST00000357760,0,1,193,0,0,0,0
SAT1_ENST00000379251,0,1,193,0,0,0,0
ARMC10_ENST00000428183,0,1,193,0,0,0,0
CHN2_ENST00000412711,0,1,193,0,0,0,0
PCDHA7_ENST00000356878,0,1,193,0,0,0,0
FAM181A_ENST00000557000,0,1,193,0,0,0,0
SGIP1_ENST00000237247,0,1,193,0,0,0,0
ADGRG2_ENST00000356606,0,1,193,0,0,0,0
RPS6KA3_ENST00000379565,0,1,193,0,0,0,0
MDH2_ENST00000461263,0,1,193,0,0,0,0
SPDYE2B_ENST00000455020,0,1,193,0,0,0,0
PMP22_ENST00000644020,0,1,193,0,0,0,0
RAI2_ENST00000415486,0,1,193,0,0,0,0
NLRP1_ENST00000262467,0,1,193,0,0,0,0
MEST_ENST00000416162,0,1,193,0,0,0,0
GLRA2_ENST00000355020,0,1,193,0,0,0,0
RSBN1L_ENST00000445288,0,1,193,0,0,0,0
PTBP1_ENST00000394601,0,1,193,0,0,0,0
CD151_ENST00000528011,0,1,193,0,0,0,0
BCLAF3_ENST00000379682,0,1,193,0,0,0,0
FMR1_ENST00000621453,0,1,193,0,0,0,0
TVP23C_ENST00000438826,0,1,193,0,0,0,0
RNASET2_ENST00000476238,0,1,193,0,0,0,0
DGKI_ENST00000453654,0,1,193,0,0,0,0
C7orf25_ENST00000431882,0,1,193,0,0,0,0
CYB5D2_ENST00000575251,0,1,193,0,0,0,0
RAPGEF1_ENST00000372195,0,1,193,0,0,0,0
SEM1_ENST00000356686,0,1,193,0,0,0,0
KCTD7_ENST00000639879,0,1,193,0,0,0,0
QRFP_ENST00000343079,0,1,193,0,0,0,0
ABCB5_ENST00000406935,0,1,193,0,0,0,0
LSM5_ENST00000410044,0,1,193,0,0,0,0
SRPX_ENST00000538295,0,1,193,0,0,0,0
ASGR1_ENST00000380920,0,1,193,0,0,0,0
CDK11A_ENST00000378638,0,1,193,0,0,0,0
IKZF1_ENST00000492782,0,1,193,0,0,0,0
STX1A_ENST00000395154,0,1,193,0,0,0,0
SEMA3E_ENST00000642232,0,1,193,0,0,0,0
ZKSCAN1_ENST00000620510,0,1,193,0,0,0,0
PGRMC1_ENST00000535419,0,1,193,0,0,0,0
ARMC5_ENST00000457010,0,1,193,0,0,0,0
SRI_ENST00000394641,0,1,193,0,0,0,0
ZNF286A_ENST00000395894,0,1,193,0,0,0,0
CCDC136_ENST00000464832,0,1,193,0,0,0,0
PAK6_ENST00000260404,0,1,193,0,0,0,0
RBAK_ENST00000353796,0,1,193,0,0,0,0
MBNL3_ENST00000370844,0,1,193,0,0,0,0
TRPM3_ENST00000377097,0,1,193,0,0,0,0
GRAP_ENST00000395635,0,1,193,0,0,0,0
SGCE_ENST00000437425,0,1,193,0,0,0,0
KMT2C_ENST00000355193,0,1,193,0,0,0,0
AIMP2_ENST00000395236,0,1,193,0,0,0,0
PSG8_ENST00000401467,0,1,193,0,0,0,0
SPDYE16_ENST00000633306,0,1,193,0,0,0,0
POU6F2_ENST00000559001,0,1,193,0,0,0,0
NMRK2_ENST00000168977,0,1,193,0,0,0,0
HAGHL_ENST00000341413,0,1,193,0,0,0,0
ATP6V1F_ENST00000249289,0,1,193,0,0,0,0
C5orf38_ENST00000457752,0,1,193,0,0,0,0
PLS3_ENST00000420625,0,1,193,0,0,0,0
BTNL8_ENST00000610640,0,1,193,0,0,0,0
CCZ1,0,1,193,0,0,0,0
MLXIPL_ENST00000429400,0,1,193,0,0,0,0
COA1_ENST00000310564,0,1,193,0,0,0,0
NAT16_ENST00000443096,0,1,193,0,0,0,0
CXCL16_ENST00000574412,0,1,193,0,0,0,0
FSTL3_ENST00000605925,0,1,193,0,0,0,0
MTG1_ENST00000477902,0,1,193,0,0,0,0
GALNTL5_ENST00000431418,0,1,193,0,0,0,0
SGCE_ENST00000643193,0,1,193,0,0,0,0
SLC25A13_ENST00000265631,0,1,193,0,0,0,0
AHR_ENST00000642825,0,1,193,0,0,0,0
FHL1_ENST00000543669,0,1,193,0,0,0,0
NFIC_ENST00000641145,0,1,193,0,0,0,0
KLF16_ENST00000592313,0,1,193,0,0,0,0
GTF2IRD2B_ENST00000619142,0,1,193,0,0,0,0
FGF13_ENST00000305414,0,1,193,0,0,0,0
PHTF2_ENST00000275575,0,1,193,0,0,0,0
HILPDA,0,1,193,0,0,0,0
KLHL13_ENST00000371878,0,1,193,0,0,0,0
AUTS2_ENST00000643587,0,1,193,0,0,0,0
RNF40_ENST00000563683,0,1,193,0,0,0,0
ORAI2_ENST00000611770,0,1,193,0,0,0,0
MAGI2_ENST00000637282,0,1,193,0,0,0,0
TMEM130_ENST00000450876,0,1,193,0,0,0,0
DAPK3_ENST00000301264,0,1,193,0,0,0,0
FBXL19_ENST00000471231,0,1,193,0,0,0,0
SPANXN4,0,1,193,0,0,0,0
NSD2_ENST00000382888,0,1,193,0,0,0,0
STRIP2_ENST00000435494,0,1,193,0,0,0,0
URGCP_ENST00000336086,0,1,193,0,0,0,0
LRRC17_ENST00000249377,0,1,193,0,0,0,0
EIF4G3_ENST00000634879,0,1,193,0,0,0,0
MED31_ENST00000574128,0,1,193,0,0,0,0
KLHL13_ENST00000262820,0,1,193,0,0,0,0
ARMC10_ENST00000425331,0,1,193,0,0,0,0
ZSCAN25_ENST00000262941,0,1,193,0,0,0,0
NUTM1_ENST00000438749,0,1,193,0,0,0,0
PDIA2_ENST00000404312,0,1,193,0,0,0,0
EIF5A_ENST00000571955,0,1,193,0,0,0,0
FIGNL1_ENST00000617389,0,1,193,0,0,0,0
TRIM73_ENST00000447409,0,1,193,0,0,0,0
GPR34_ENST00000620846,0,1,193,0,0,0,0
HS6ST2_ENST00000640529,0,1,193,0,0,0,0
IL6_ENST00000406575,0,1,193,0,0,0,0
ST7_ENST00000393447,0,1,193,0,0,0,0
TRIM24_ENST00000415680,0,1,193,0,0,0,0
METTL26_ENST00000397665,0,1,193,0,0,0,0
GTPBP6,0,1,193,0,0,0,0
ZNF655_ENST00000454654,0,1,193,0,0,0,0
MKNK2_ENST00000591601,0,1,193,0,0,0,0
CLDN4_ENST00000431918,0,1,193,0,0,0,0
BUD31_ENST00000456893,0,1,193,0,0,0,0
THAP5_ENST00000438865,0,1,193,0,0,0,0
CRHR2_ENST00000471646,0,1,193,0,0,0,0
FAM9C_ENST00000380625,0,1,193,0,0,0,0
AP1S2_ENST00000380291,0,1,193,0,0,0,0
MINK1_ENST00000453408,0,1,193,0,0,0,0
CA5B_ENST00000454127,0,1,193,0,0,0,0
CTNS_ENST00000046640,0,1,193,0,0,0,0
OBSCN_ENST00000366707,0,1,193,0,0,0,0
CHRM2_ENST00000401861,0,1,193,0,0,0,0
PHKG2_ENST00000424889,0,1,193,0,0,0,0
KNG1_ENST00000644859,0,1,193,0,0,0,0
MLLT3_ENST00000630269,0,1,193,0,0,0,0
CEP41,0,1,193,0,0,0,0
ZNF783,0,1,193,0,0,0,0
UBE2I_ENST00000325437,0,1,193,0,0,0,0
FUS_ENST00000380244,0,1,193,0,0,0,0
NCOR2_ENST00000404621,0,1,193,0,0,0,0
AUTS2_ENST00000611706,0,1,193,0,0,0,0
STYXL1_ENST00000451157,0,1,193,0,0,0,0
FLII_ENST00000579294,0,1,193,0,0,0,0
LRRC27_ENST00000368613,0,1,193,0,0,0,0
FHL1_ENST00000394153,0,1,193,0,0,0,0
TRIM73_ENST00000430211,0,1,193,0,0,0,0
ZNF786_ENST00000316286,0,1,193,0,0,0,0
LUC7L_ENST00000629543,0,1,193,0,0,0,0
SRR_ENST00000576848,0,1,193,0,0,0,0
ZNF277_ENST00000421043,0,1,193,0,0,0,0
ARMC5_ENST00000268314,0,1,193,0,0,0,0
PLXNA4_ENST00000423507,0,1,193,0,0,0,0
MAP2K4_ENST00000353533,0,1,193,0,0,0,0
MMD2_ENST00000406755,0,1,193,0,0,0,0
CYCS_ENST00000409764,0,1,193,0,0,0,0
CXorf40A_ENST00000514208,0,1,193,0,0,0,0
IGSF1_ENST00000370901,0,1,193,0,0,0,0
SLC29A4_ENST00000297195,0,1,193,0,0,0,0
GOLGA8B_ENST00000438958,0,1,193,0,0,0,0
FAM185A_ENST00000409231,0,1,193,0,0,0,0
NSUN5_ENST00000252594,0,1,193,0,0,0,0
GGCT_ENST00000005374,0,1,193,0,0,0,0
COBL_ENST00000441453,0,1,193,0,0,0,0
STEAP2_ENST00000394626,0,1,193,0,0,0,0
ADAM22_ENST00000398201,0,1,193,0,0,0,0
TRAPPC2_ENST00000359680,0,1,193,0,0,0,0
ST7_ENST00000422922,0,1,193,0,0,0,0
MAGI2_ENST00000637441,0,1,193,0,0,0,0
GNB2_ENST00000436220,0,1,193,0,0,0,0
WIPI2_ENST00000484262,0,1,193,0,0,0,0
MAGEA4_ENST00000370335,0,1,193,0,0,0,0
SLK_ENST00000335753,0,1,193,0,0,0,0
ATXN7L1_ENST00000318724,0,1,193,0,0,0,0
PRRC2B_ENST00000405995,0,1,193,0,0,0,0
SSTR5,0,1,193,0,0,0,0
AVL9_ENST00000409301,0,1,193,0,0,0,0
C10orf67_ENST00000636213,0,1,193,0,0,0,0
C19orf25_ENST00000588427,0,1,193,0,0,0,0
SRPK2_ENST00000357311,0,1,193,0,0,0,0
CCDC71L,0,1,193,0,0,0,0
NHLRC4_ENST00000540585,0,1,193,0,0,0,0
LEPR_ENST00000371059,0,1,193,0,0,0,0
SCIMP_ENST00000571800,0,1,193,0,0,0,0
ZSWIM7_ENST00000472495,0,1,193,0,0,0,0
ARL4A_ENST00000396664,0,1,193,0,0,0,0
CCDC88A_ENST00000263630,0,1,193,0,0,0,0
MOB3A,0,1,193,0,0,0,0
CNN2_ENST00000348419,0,1,193,0,0,0,0
AKT3_ENST00000336199,0,1,193,0,0,0,0
CNKSR2_ENST00000642359,0,1,193,0,0,0,0
CD36_ENST00000433696,0,1,193,0,0,0,0
SLC52A1,0,1,193,0,0,0,0
ASPA_ENST00000456349,0,1,193,0,0,0,0
RASA4B,0,1,193,0,0,0,0
OR1D5,0,1,193,0,0,0,0
ARHGAP36_ENST00000370922,0,1,193,0,0,0,0
CT47A3,0,1,193,0,0,0,0
COPS3_ENST00000439936,0,1,193,0,0,0,0
SAGE1_ENST00000537770,0,1,193,0,0,0,0
RIPOR2_ENST00000644411,0,1,193,0,0,0,0
BMPR2_ENST00000374574,0,1,193,0,0,0,0
SSBP1_ENST00000265304,0,1,193,0,0,0,0
RAI2_ENST00000331511,0,1,193,0,0,0,0
BET1L_ENST00000529614,0,1,193,0,0,0,0
CFHR4_ENST00000251424,0,1,193,0,0,0,0
TPSB2_ENST00000612142,0,1,193,0,0,0,0
MEIOB_ENST00000470044,0,1,193,0,0,0,0
SHISA6_ENST00000432116,0,1,193,0,0,0,0
ZDHHC4_ENST00000396713,0,1,193,0,0,0,0
GRM8_ENST00000444921,0,1,193,0,0,0,0
CXorf40A_ENST00000434353,0,1,193,0,0,0,0
UBE2A_ENST00000630695,0,1,193,0,0,0,0
IGFBP3_ENST00000613132,0,1,193,0,0,0,0
TACC3_ENST00000612220,0,1,193,0,0,0,0
MBTPS2_ENST00000365779,0,1,193,0,0,0,0
PIMREG_ENST00000571373,0,1,193,0,0,0,0
CCDC189_ENST00000541260,0,1,193,0,0,0,0
NCLN_ENST00000590671,0,1,193,0,0,0,0
C1QTNF1_ENST00000392445,0,1,193,0,0,0,0
ZMYND15_ENST00000592813,0,1,193,0,0,0,0
RAP1GAP2_ENST00000366401,0,1,193,0,0,0,0
FAM220A_ENST00000616824,0,1,193,0,0,0,0
OTC,0,1,193,0,0,0,0
ACHE_ENST00000428317,0,1,193,0,0,0,0
ENOX2_ENST00000370927,0,1,193,0,0,0,0
MPLKIP_ENST00000645701,0,1,193,0,0,0,0
KIAA0895_ENST00000415803,0,1,193,0,0,0,0
IL13RA1_ENST00000371642,0,1,193,0,0,0,0
CASK_ENST00000378154,0,1,193,0,0,0,0
NDUFB2_ENST00000476470,0,1,193,0,0,0,0
SLC13A5_ENST00000573648,0,1,193,0,0,0,0
MYRFL_ENST00000299350,0,1,193,0,0,0,0
MAGEB3,0,1,193,0,0,0,0
UQCR11_ENST00000585671,0,1,193,0,0,0,0
INCA1_ENST00000355025,0,1,193,0,0,0,0
CUX1_ENST00000622516,0,1,193,0,0,0,0
TNPO3_ENST00000482320,0,1,193,0,0,0,0
CDK11A_ENST00000404249,0,1,193,0,0,0,0
NCOR1_ENST00000395857,0,1,193,0,0,0,0
ELP5_ENST00000396627,0,1,193,0,0,0,0
MYO1C_ENST00000438665,0,1,193,0,0,0,0
STEAP2_ENST00000402625,0,1,193,0,0,0,0
AC011005.1,0,1,193,0,0,0,0
SLC25A22_ENST00000531214,0,1,193,0,0,0,0
ZNF18_ENST00000580613,0,1,193,0,0,0,0
GPM6B_ENST00000356942,0,1,193,0,0,0,0
TMEM196_ENST00000422233,0,1,193,0,0,0,0
ACOX3_ENST00000503233,0,1,193,0,0,0,0
EIF1AX_ENST00000379593,0,1,193,0,0,0,0
GOLGA8A_ENST00000432566,0,1,193,0,0,0,0
RNH1_ENST00000533410,0,1,193,0,0,0,0
NSUN5_ENST00000438747,0,1,193,0,0,0,0
CFAP69_ENST00000497910,0,1,193,0,0,0,0
GGT6_ENST00000573591,0,1,193,0,0,0,0
AUTS2_ENST00000644506,0,1,193,0,0,0,0
MDH2_ENST00000432020,0,1,193,0,0,0,0
LUC7L2_ENST00000263545,0,1,193,0,0,0,0
SCRN1_ENST00000242059,0,1,193,0,0,0,0
OTUB2_ENST00000553723,0,1,193,0,0,0,0
SGCE_ENST00000647351,0,1,193,0,0,0,0
POLM_ENST00000335195,0,1,193,0,0,0,0
ENOX2_ENST00000370935,0,1,193,0,0,0,0
TCAF2_ENST00000425618,0,1,193,0,0,0,0
MAEA_ENST00000505177,0,1,193,0,0,0,0
HRAS_ENST00000397596,0,1,193,0,0,0,0
TBL1X_ENST00000645353,0,1,193,0,0,0,0
FIGNL1_ENST00000611938,0,1,193,0,0,0,0
ABCB5_ENST00000258738,0,1,193,0,0,0,0
DDX3X_ENST00000625837,0,1,193,0,0,0,0
CCDC88A_ENST00000645477,0,1,193,0,0,0,0
ZNF668_ENST00000300849,0,1,193,0,0,0,0
ZNF277_ENST00000450657,0,1,193,0,0,0,0
ADGRG4_ENST00000394141,0,1,193,0,0,0,0
CHODL_ENST00000400128,0,1,193,0,0,0,0
ZNF594_ENST00000575779,0,1,193,0,0,0,0
TRIM4_ENST00000354241,0,1,193,0,0,0,0
AC233724.16,0,1,193,0,0,0,0
RBBP7_ENST00000404022,0,1,193,0,0,0,0
FAM221A_ENST00000409653,0,1,193,0,0,0,0
ITGAL_ENST00000433423,0,1,193,0,0,0,0
ZMIZ2_ENST00000615423,0,1,193,0,0,0,0
FMR1_ENST00000440235,0,1,193,0,0,0,0
CRK_ENST00000574295,0,1,193,0,0,0,0
ST7_ENST00000393444,0,1,193,0,0,0,0
CRCP_ENST00000398684,0,1,193,0,0,0,0
VGF_ENST00000445482,0,1,193,0,0,0,0
CCDC160_ENST00000370809,0,1,193,0,0,0,0
SEC61G_ENST00000395535,0,1,193,0,0,0,0
P2RX5_ENST00000552276,0,1,193,0,0,0,0
VCX_ENST00000620630,0,1,193,0,0,0,0
CT45A10,0,1,193,0,0,0,0
ASB11_ENST00000344384,0,1,193,0,0,0,0
CTAGE6,0,1,193,0,0,0,0
AKR1B15_ENST00000423958,0,1,193,0,0,0,0
ATP6AP2_ENST00000636409,0,1,193,0,0,0,0
CUX1_ENST00000549414,0,1,193,0,0,0,0
MACC1_ENST00000589011,0,1,193,0,0,0,0
UBE2H_ENST00000473814,0,1,193,0,0,0,0
UPP1_ENST00000395564,0,1,193,0,0,0,0
TNFRSF13B_ENST00000583789,0,1,193,0,0,0,0
ARMC10_ENST00000541300,0,1,193,0,0,0,0
GSTK1_ENST00000443571,0,1,193,0,0,0,0
CYB5D2_ENST00000573984,0,1,193,0,0,0,0
ZNF655_ENST00000440391,0,1,193,0,0,0,0
GNPTG_ENST00000527137,0,1,193,0,0,0,0
IFITM1_ENST00000328221,0,1,193,0,0,0,0
TCF3_ENST00000395423,0,1,193,0,0,0,0
KRTAP4-8_ENST00000318329,0,1,193,0,0,0,0
SRRT_ENST00000614484,0,1,193,0,0,0,0
ITGAX_ENST00000268296,0,1,193,0,0,0,0
CSAG2_ENST00000638741,0,1,193,0,0,0,0
ZNF768_ENST00000562803,0,1,193,0,0,0,0
TNS3_ENST00000458317,0,1,193,0,0,0,0
TVP23C_ENST00000584811,0,1,193,0,0,0,0
TPK1_ENST00000378099,0,1,193,0,0,0,0
AC233724.6,0,1,193,0,0,0,0
WIPI2_ENST00000382384,0,1,193,0,0,0,0
PIGQ_ENST00000321878,0,1,193,0,0,0,0
NCOA3_ENST00000372004,0,1,193,0,0,0,0
SPAG7_ENST00000575142,0,1,193,0,0,0,0
TAF6_ENST00000344095,0,1,193,0,0,0,0
CT47A12,0,1,193,0,0,0,0
KLHL13_ENST00000541812,0,1,193,0,0,0,0
ADGRG2_ENST00000357991,0,1,193,0,0,0,0
PHTF2_ENST00000450574,0,1,193,0,0,0,0
PCDHA8_ENST00000378123,0,1,193,0,0,0,0
SLC9A6_ENST00000637234,0,1,193,0,0,0,0
ETV1_ENST00000399357,0,1,193,0,0,0,0
CYP3A5_ENST00000339843,0,1,193,0,0,0,0
GNB2_ENST00000393926,0,1,193,0,0,0,0
PHF6_ENST00000370799,0,1,193,0,0,0,0
ADAMTSL5_ENST00000395467,0,1,193,0,0,0,0
BRAF_ENST00000644969,0,1,193,0,0,0,0
SEPT7_ENST00000399035,0,1,193,0,0,0,0
TUBGCP2_ENST00000417178,0,1,193,0,0,0,0
CDRT15_ENST00000431716,0,1,193,0,0,0,0
STAG3_ENST00000426455,0,1,193,0,0,0,0
FAM173A_ENST00000219535,0,1,193,0,0,0,0
DPY19L1_ENST00000638088,0,1,193,0,0,0,0
GAK_ENST00000628912,0,1,193,0,0,0,0
AMZ1_ENST00000407112,0,1,193,0,0,0,0
ATP6AP2_ENST00000637327,0,1,193,0,0,0,0
SVOPL_ENST00000288513,0,1,193,0,0,0,0
CRCP_ENST00000338592,0,1,193,0,0,0,0
KDM6A_ENST00000611820,0,1,193,0,0,0,0
C6orf62_ENST00000378102,0,1,193,0,0,0,0
LSM7_ENST00000587502,0,1,193,0,0,0,0
CDK13_ENST00000611390,0,1,193,0,0,0,0
C1QTNF1_ENST00000311661,0,1,193,0,0,0,0
CDHR5_ENST00000349570,0,1,193,0,0,0,0
UPK3B_ENST00000394849,0,1,193,0,0,0,0
CCDC88A_ENST00000645072,0,1,193,0,0,0,0
TAB3_ENST00000378930,0,1,193,0,0,0,0
ATP5F1D_ENST00000591660,0,1,193,0,0,0,0
PIGA_ENST00000634582,0,1,193,0,0,0,0
GPR85_ENST00000424100,0,1,193,0,0,0,0
POLA1_ENST00000379059,0,1,193,0,0,0,0
LAMTOR4_ENST00000473459,0,1,193,0,0,0,0
CHN2_ENST00000421775,0,1,193,0,0,0,0
INHBA_ENST00000638023,0,1,193,0,0,0,0
HNRNPA2B1_ENST00000618183,0,1,193,0,0,0,0
MBNL3_ENST00000538204,0,1,193,0,0,0,0
BCORL1_ENST00000218147,0,1,193,0,0,0,0
MAP7D2_ENST00000379651,0,1,193,0,0,0,0
SNX10_ENST00000409367,0,1,193,0,0,0,0
CRK_ENST00000398970,0,1,193,0,0,0,0
GRAPL_ENST00000577213,0,1,193,0,0,0,0
NFIC_ENST00000590282,0,1,193,0,0,0,0
MRPS33_ENST00000469351,0,1,193,0,0,0,0
DDX3X_ENST00000644513,0,1,193,0,0,0,0
FZR1_ENST00000441788,0,1,193,0,0,0,0
TLE6_ENST00000482627,0,1,193,0,0,0,0
SRPX_ENST00000432886,0,1,193,0,0,0,0
MTIF2_ENST00000394600,0,1,193,0,0,0,0
ZFR2_ENST00000439086,0,1,193,0,0,0,0
BUD31_ENST00000222969,0,1,193,0,0,0,0
FMR1_ENST00000334557,0,1,193,0,0,0,0
MAGI2_ENST00000628781,0,1,193,0,0,0,0
LEPR_ENST00000371060,0,1,193,0,0,0,0
EIF5A_ENST00000572815,0,1,193,0,0,0,0
STEAP4_ENST00000301959,0,1,193,0,0,0,0
MID1_ENST00000610939,0,1,193,0,0,0,0
MYH2_ENST00000397183,0,1,193,0,0,0,0
C1QBP_ENST00000574444,0,1,193,0,0,0,0
FIS1_ENST00000474120,0,1,193,0,0,0,0
PLCXD1_ENST00000399012,0,1,193,0,0,0,0
DDX56_ENST00000431640,0,1,193,0,0,0,0
PMS2_ENST00000441476,0,1,193,0,0,0,0
AC117457.1,0,1,193,0,0,0,0
SUMF2_ENST00000437307,0,1,193,0,0,0,0
ST7_ENST00000393451,0,1,193,0,0,0,0
UROS_ENST00000368774,0,1,193,0,0,0,0
NLRP1_ENST00000613500,0,1,193,0,0,0,0
SBNO2_ENST00000438103,0,1,193,0,0,0,0
PMS2_ENST00000642456,0,1,193,0,0,0,0
TBXA2R_ENST00000375190,0,1,193,0,0,0,0
ARHGAP36,0,1,193,0,0,0,0
SUMF2_ENST00000434526,0,1,193,0,0,0,0
DERL2_ENST00000570848,0,1,193,0,0,0,0
IKZF1_ENST00000359197,0,1,193,0,0,0,0
LRRC72,0,1,193,0,0,0,0
PMS2_ENST00000644110,0,1,193,0,0,0,0
TBL1X_ENST00000645686,0,1,193,0,0,0,0
TCAF2_ENST00000441159,0,1,193,0,0,0,0
C5orf38_ENST00000505778,0,1,193,0,0,0,0
CACNA1H_ENST00000565831,0,1,193,0,0,0,0
ZNF107_ENST00000423627,0,1,193,0,0,0,0
TBC1D26_ENST00000579428,0,1,193,0,0,0,0
PRSS57_ENST00000329267,0,1,193,0,0,0,0
PMPCB_ENST00000428154,0,1,193,0,0,0,0
TMEM196_ENST00000405844,0,1,193,0,0,0,0
CPSF4_ENST00000441580,0,1,193,0,0,0,0
AEBP2_ENST00000541908,0,1,193,0,0,0,0
SPDYE5_ENST00000624640,0,1,193,0,0,0,0
TOM1L2_ENST00000395739,0,1,193,0,0,0,0
PCDHAC2_ENST00000615316,0,1,193,0,0,0,0
AEBP2_ENST00000266508,0,1,193,0,0,0,0
JMJD8_ENST00000562111,0,1,193,0,0,0,0
FOXP2_ENST00000393498,0,1,193,0,0,0,0
RGS11_ENST00000359740,0,1,193,0,0,0,0
ING3_ENST00000339121,0,1,193,0,0,0,0
SLC24A4_ENST00000393265,0,1,193,0,0,0,0
ZNF688_ENST00000563707,0,1,193,0,0,0,0
